
_siwstf,I will show the first syllable of a word.,Я покажу первый слог слова.,Ich zeige die erste Silbe eines Wortes.,Voy a mostrar la primera sílaba de una palabra.,Je vais montrer la première syllabe d'un mot.
_siwsya2,I will show you a group of letters.,Я покажу вам группу писем.,Ich werde Ihnen eine Gruppe von Briefen zeigen.,Les mostraré un grupo de cartas.,Je vais vous montrer un groupe de lettres.
_siwsya4,I will show you a group of sentences.,Я покажу вам группу приговоров.,Ich werde Ihnen eine Gruppe von Sätzen zeigen.,Les mostraré un grupo de frases.,Je vais vous montrer un groupe de phrases.
_siwsya3,I will show you a group of words.,Я покажу вам группу слов.,Ich werde Ihnen eine Gruppe von Wörtern zeigen.,Les mostraré un grupo de palabras.,Je vais vous montrer un groupe de mots.
_siwsya,I will show you a letter and you will need to record its sound.,"Я покажу вам письмо, и вам потребуется записать его звук.",Ich zeige Ihnen einen Brief und Sie müssen ihren Klang aufzeichnen.,Le mostraré una carta y usted tendrá que grabar su sonido.,Je vais vous montrer une lettre et vous aurez besoin d'enregistrer son son.
_siwsya6,I will show you a word that contains the letter “c”.,"Я покажу вам слово, содержащее букву c.","Ich zeige Ihnen ein Wort, das den Buchstaben c enthält.",Le mostraré una palabra que contiene la letra c.,Je vais vous montrer un mot qui contient la lettre c.
_siwsya7,I will show you a word that contains the letter “g”.,"Я покажу вам слово, которое содержит букву g.","Ich zeige Ihnen ein Wort, das den Buchstaben g enthält.",Le mostraré una palabra que contiene la letra g.,Je vais vous montrer un mot qui contient la lettre g.
_siwsya5,"I will show you a word that contains the suffix ""“ed”"".","Я покажу вам слово, которое содержит суффикс ed.","Ich zeige Ihnen ein Wort, das das Suffix Ed enthält.",Le mostraré una palabra que contiene el sufijo Ed.,Je vais vous montrer un mot qui contient le suffixe Ed.
_siwsya1,I will show you a word.,Я покажу тебе слово.,Ich zeige Ihnen ein Wort.,Le mostraré una palabra.,Je vais vous montrer un mot.
_siwsys,I will show you some letters and you will need to record their sound.,"Я покажу вам несколько писем, и вам придется записать их звук.",Ich werde Ihnen einige Briefe zeigen und Sie müssen ihren Klang aufzeichnen.,Le mostraré algunas cartas y usted tendrá que grabar su sonido.,Je vais vous montrer quelques lettres et vous aurez besoin d'enregistrer leur son.
_sistoy,"I'""ve"" saved the ones you need to check again.","Я сохранила те, что тебе нужно проверить снова.","Ich habe die, die Sie brauchen, um wieder zu überprüfen.",He salvado a los que necesitas revisar.,J'ai sauvé ceux que vous avez besoin de vérifier à nouveau.
_si2,"""i2"" (double dotted - the sound (""machine""))",12 (двойная пунктирная — звук (машина)),I2 (doppelt gepunktete-der Klang (Maschine)),i2 (doble punteado-el sonido (máquina)),I2 (double pointillé-le son (machine))
_lie,"""ie"" (the letters)",IE (буквы),IE (die Buchstaben),IE (las letras),IE (les lettres)
_sie,"""ie"" (the sounds)",IE (звуки),IE (die Sounds),IE (los sonidos),IE (les sons)
_sasmt2,"If I say the same words twice, I want you to click the SAME box","Если я дважды говорю те же слова, я хочу, чтобы вы нажимайте на ту же коробку","Wenn ich die gleichen Worte zweimal sage, ich möchte, dass Sie auf die gleiche Box","Si digo las mismas palabras dos veces, quiero que haga clic en la misma casilla","Si je dis les mêmes mots deux fois, je veux que vous cliquez sur la même boîte"
_sasmt3,"If I say two different words, I want you to click the DIFFERENT box.","Если я скажу два разных слова, я хочу, чтобы вы нажимайте на другую коробку.","Wenn ich zwei verschiedene Wörter sage, möchte ich Sie auf die andere Box klicken.","Si digo dos palabras diferentes, quiero que haga clic en el cuadro diferente.","Si je dis deux mots différents, je veux que vous cliquez sur la boîte différente."
_sitdma,"If that ""doesn""'""t"" make a sensible word, then try dividing the vowels.","Если это не делает разумного слова, попробуйте разделить гласные.","Wenn das kein vernünftiges Wort macht, dann versuchen Sie, die Vokale zu unterteilen.","Si eso no hace una palabra sensata, entonces intenta dividir las vocales.","Si cela ne fait pas un mot sensé, alors essayez de diviser les voyelles."
_sitlri,"If the “r” is followed by ""an"" “e” at the end of the word, the vowel will make its long sound.","Если за буквой r следует буква е в конце слова, то гласный будет иметь длинный звук.","Wenn die r durch ein e am Ende des Wortes gefolgt wird, wird der Vokal seinen langen Klang bilden.","Si la r es seguida por una e al final de la palabra, la vocal hará su sonido largo.","Si le r est suivi d'un e à la fin du mot, la voyelle fera son long son."
_sifthe,"If the consonant before the ""le"" is doubled, then the syllable before the consonant l - ""e"" is closed.","Если согласные перед Le удваивается, тогда слог до согласных l-e закрывается.","Wenn der Konsonanten vor dem Le verdoppelt wird, wird die Silbe vor dem Konsonanten l-e geschlossen.","Si la consonante antes del le se dobla, después la sílaba antes de la consonante l-e es cerrada.","Si la consonne avant le la est doublée, alors la syllabe avant la consonne l-e est fermée."
_sitcbt,"If the consonant before the ""le"" is not doubled, then the syllable before the consonant l - ""e"" is open.","Если согласные до Le не удваивается, то открыт слог перед согласным l-e.","Wenn der Konsonanten vor dem Le nicht verdoppelt wird, dann ist die Silbe vor dem Konsonanten l-e offen.","Si la consonante antes del le no se dobla, después la sílaba antes de que la consonante l-e esté abierta.","Si la consonne avant le le n'est pas doublée, alors la syllabe avant la consonne l-e est ouverte."
_sitcbt2,"If the consonant before the ""y"" is doubled, the previous syllable is closed.","Если согласные до y удвоены, предыдущий слог закрывается.","Wenn der Konsonanten vor dem y verdoppelt wird, wird die vorhergehende Silbe geschlossen.","Si la consonante antes de la y se duplica, la sílaba anterior está cerrada.","Si la consonne avant l'y est doublée, la syllabe précédente est fermée."
_sitcbt3,"If the consonant before the ""y"" is not doubled, the previous syllable is open.","Если согласные до y не удвоены, предыдущий слог открыт.","Wenn der Konsonanten vor dem y nicht verdoppelt wird, ist die vorhergehende Silbe offen.","Si la consonante antes de la y no se duplica, la sílaba anterior está abierta.","Si la consonne avant le y n'est pas doublée, la syllabe précédente est ouverte."
_sitlai,"If the letter “a” is a syllable at the beginning of a word, it is unaccented and says “u” (ugh).","Если буква a является слогом в начале слова, она не имеет акцента и говорит u (фу).","Wenn der Buchstabe a eine Silbe am Anfang eines Wortes ist, ist es ohne Akzent und sagt u (Ach).","Si la letra a es una sílaba al principio de una palabra, no está acentuada y dice u (UF).","Si la lettre a est une syllabe au début d'un mot, elle est désaccentuée et dit u (Ugh)."
_sitlai1,"If the letter “a” is at the end of a word, the syllable that contains it is also unaccented and says “u” (ugh).","Если буква a находится в конце слова, то в слоге, содержащем ее, также нет ударения и написано u (фу).","Wenn der Buchstabe a am Ende eines Wortes steht, ist die Silbe, die es enthält, auch ohne Akzent und sagt u (Ach).","Si la letra a está al final de una palabra, la sílaba que la contiene también está desacentuada y dice u (UF).","Si la lettre «a» est à la fin d'un mot, la syllabe qui la contient est également désaccentuée et dit «u» (Ugh)."
_sitlci,"If the letter “c” is followed by the letters “e”, ""“i”"", or “y”, the “c” will make the /""s""/ sound.","Если за буквой «c» следуют буквы «e», «i» или «y», то «c» будет/с/звук.","Wenn der Buchstabe c von den Buchstaben e, i oder y gefolgt wird, wird das c den/Klang machen.","Si la letra c es seguida por las letras e, i, o y, la c hará el sonido de/f.","Si la lettre c est suivie des lettres e, i ou y, le c fera le son/s/."
_sitlie,"If the letter ""“i”"" ends a syllable (making it open), and another vowel follows, the “i” will frequently make the long “e” sound.","Если буква i заканчивается слогом (делая ее открытым), а другой гласный, то i будет часто заносить длинный звук e.","Wenn der Buchstabe i eine Silbe endet (die es offen macht) und ein weiterer Vokal folgt, wird der i häufig den langen e Klang machen.","Si la letra i termina una sílaba (haciéndola abierta), y otra vocal sigue, el yo con frecuencia hará el sonido largo de e.","Si la lettre i met fin à une syllabe (ce qui le rend ouvert), et une autre voyelle suit, le i fera souvent le long e."
_sitsia,"If the syllable is a closed syllable, type ""C"".","Если слог является закрытым слогом, введите C.","Wenn die Silbe eine geschlossene Silbe ist, geben Sie C ein.","Si la sílaba es una sílaba cerrada, escriba c.","Si la syllabe est une syllabe fermée, tapez C."
_sitsia1,"If the syllable is a vowel - consonant - ""e"" syllable, type ""E"".","Если слог является слогом гласного согласныго-e, введите e.","Wenn die Silbe eine Vokale-Konsonanten-e-Silbe ist, geben Sie e ein.","Si la sílaba es una sílaba de la vocal-consonante-e, Mecanografíe e.","Si la syllabe est une syllabe-consonne-e, tapez e."
_sitvsi,"If the vowel sound is ""r""-controlled type ""er"", ""ir"", or ""ur"".","Если гласный звуковой сигнал находится под управлением r, IR или.","Wenn der Vokal r-gesteuerte Typ er, IR oder ur.","Si el sonido de la vocal es r-controlado tipo ER, ir, o su.","Si le son de voyelle est r-Controlled type er, IR, ou votre."
_sitvsi1,"If the vowel sound is ""r""-controlled, say and type ""ar"".","Если гласный звук находится под контролем r, скажите и введите AR.","Wenn der Vokal r-gesteuert wird, sagen Sie und geben Sie ar ein.","Si el sonido vocal está controlado por r, digamos y escriba ar.","Si le son de voyelle est contrôlé par r, dites et tapez AR."
_sitvsi2,"If the vowel sound is ""r""-controlled, type ""ear"", ""er"", ""ir"", or ""ur"".","Если гласный звук находится под контролем r, введите ухо, ER, ИК или ваш.","Wenn der Vokal r-gesteuert wird, geben Sie Ohr, äh, IR oder Ihre.","Si el sonido vocal está controlado por r, escriba Ear, ER, ir o su.","Si le son de voyelle est contrôlé par r, tapez EAR, er, IR ou votre."
_sitvsi3,"If the vowel sound is ""r""-controlled, type or or ore--whichever way you think the word is spelled.","Если гласный звук имеет под контролем r, тип или руда-какой бы то ни было, то, как вы считаете, слово написано.","Wenn der Vokal r-gesteuert, Typ oder Erz ist-egal, wie Sie denken, das Wort ist geschrieben.","Si el sonido de la vocal es r-controlado, tipo o Oregón-cualquiera que sea la forma en que usted piensa que la palabra es deletreada.","Si le son de la voyelle est contrôlé par r, le type ou le minerai, quelle que soit la façon dont vous pensez que le mot est orthographié."
_sitwds,"If the word ""doesn""'""t"" sound correct, say it a second time with the ""fitst"" vowel long.","Если слово звучит неправильно, скажите это второй раз с подлинной гласной.","Wenn das Wort nicht richtig klingt, sagen Sie es ein zweites Mal mit dem fitst Vokal Long.","Si la palabra no suena correcta, dilo por segunda vez con la vocal FITS Long.","Si le mot ne sonne pas correctement, dites-le une deuxième fois avec la voyelle longue."
_sitwew,"If the word ends with a short vowel, consonant, and the ""k"" sound, it will not need the ""c"".","Если слово заканчивается коротким гласным, согласным и звуковым, то он не будет нуждаться в букве c.","Wenn das Wort mit einem kurzen Vokal, Konsonanten und dem k-Klang endet, wird das c nicht benötigt.","Si la palabra termina con una vocal corta, consonante, y el sonido k, no va a necesitar la c.","Si le mot se termine par une voyelle courte, une consonne, et le son k, il n'aura pas besoin du c."
_sitwht,"If the word has two syllables, I will ask for the first syllable, then the second syllable.","Если слово имеет два слога, я попрошу первого слога, а потом второго слога.","Wenn das Wort zwei Silben hat, dann frage ich nach der ersten Silbe, dann die zweite Silbe.","Si la palabra tiene dos sílabas, voy a pedir la primera sílaba, a continuación, la segunda sílaba.","Si le mot a deux syllabes, je vais demander la première syllabe, puis la deuxième syllabe."
_sitwws,"If the word was spelled ""brige"", the vowel-consonant-""e"" pattern would apply, and the letter ""i"" would make its long sound.","Если бы слово было написано Бригам, то будет применяться шаблон гласной согласный-e, и буква, которую я сделаю, будет длинной.","Wenn das Wort brige geschrieben wurde, würde das Vokal-Konsonanten-e-Muster angewandt werden, und der Brief, den ich seinen langen Klang machen würde.","Si la palabra fue deletreada brige, el patrón de la vocal-consonante-e se aplicaría, y la letra yo haría su sonido largo.","Si le mot a été orthographié Brige, le modèle voyelle-consonne-e s'appliquerait, et la lettre que je ferais son long son."
_siyans,"If you are not sure which sound to use, try both sounds to form a word you recognize.","Если вы не уверены, какой звук следует использовать, попробуйте оба звука, чтобы сформировать слово, которое вы узнаете.","Wenn Sie nicht sicher sind, welcher Sound zu verwenden ist, versuchen Sie beide Sounds, ein Wort zu bilden, das Sie erkennen.","Si no está seguro de qué sonido usar, pruebe ambos sonidos para formar una palabra que reconozca.","Si vous n'êtes pas sûr du son à utiliser, essayez les deux sons pour former un mot que vous reconnaissez."
_sasmt4,"If you don'""t"" know or are unsure then select the DON'T KNOW box","Если вы не знаете или не уверены, установите флажок не знать",Falls Sie dont ' kennen oder auch bist unsicher derzeitig erlesen die dont kennen Boxen,"Si usted no sabe o no está seguro, seleccione el cuadro no sé","Si vous ne savez pas ou sont incertains, puis sélectionnez la boîte ne sais pas"
_siykht,"If you know how this word is ""pronnounced"", listen to the sounds made by the vowels.","Если вы знаете, как это слово проннаунцед, Слушайте звуки, сделанные гласными.","Wenn Sie wissen, wie dieses Wort pronnounced ist, hören Sie die Geräusche, die von den Vokale gebildet werden.","Si usted sabe cómo esta palabra es pronnounced, escuche los sonidos hechos por las vocales.","Si vous savez comment ce mot est pronnounced, écoutez les sons faits par les voyelles."
_siyktcs,"If you know the common suffixes, you will find it easier to break apart words.","Если известен общий суффикс, то будет проще разбить слова.","Wenn Sie die üblichen Suffixe kennen, finden Sie es einfacher, Wörter auseinander zu brechen.","Si conoce los sufijos comunes, le resultará más fácil separar las palabras.","Si vous connaissez les suffixes communs, vous trouverez plus facile de rompre les mots."
_sifyou,"If you need help, just click on any syllable.","Если вам нужна помощь, просто щелкните любой слог.","Wenn Sie Hilfe benötigen, klicken Sie einfach auf irgendeine Silbe.","Si necesita ayuda, simplemente haga clic en cualquier sílaba.","Si vous avez besoin d'aide, il suffit de cliquer sur n'importe quelle syllabe."
_sifyou1,"If you need help, just click on the word.","Если вам нужна помощь, просто нажмите на слово.","Wenn Sie Hilfe benötigen, klicken Sie einfach auf das Wort.","Si necesita ayuda, simplemente haga clic en la palabra.","Si vous avez besoin d'aide, il suffit de cliquer sur le mot."
_siystv,"If you say the vowel team ""ei"" using a long ""i"" sound, you get the nonsense word ""clint"".","Если вы скажете, что группа гласных Эй, используя длинный звук, вы получите глупое слово Клинт.","Wenn Sie sagen, das Vokal-Team Ei mit einem langen i Sound, erhalten Sie das Unsinn Wort Clint.","Si dices que el equipo vocal usa un sonido largo, te doy la palabra sin sentido Clint.","Si vous dites l'équipe de voyelles EI en utilisant un long je sonne, vous obtenez le mot non-sens clint."
_siynsa,"If you'""re"" not sure, and the word contains a known vowel team, blend the word using the vowel team sound.","Если вы не уверены, и слово содержит известную гласную команду, переходите к слову с помощью гласного звука.","Wenn Sie nicht sicher sind, und das Wort enthält ein bekanntes Vokal-Team, Blend das Wort mit dem Vokal-Team Sound.","Si no está seguro, y la palabra contiene un equipo de vocales conocido, mezcle la palabra con el sonido del equipo vocal.","Si vous n'êtes pas sûr, et le mot contient une équipe de voyelles connue, mélanger le mot en utilisant le son de l'équipe de voyelles."
_ligh,"""igh"" (the letters)",ИГХ (буквы),IGH (die Buchstaben),IGH (las letras),ISFH (les lettres)
_siacst,In a closed syllable the vowel will have a short sound.,В закрытом слоге гласный будет иметь короткий звук.,In einer geschlossenen Silbe wird der Vokal einen kurzen Klang haben.,En una sílaba cerrada la vocal tendrá un sonido corto.,"Dans une syllabe fermée, la voyelle aura un son court."
_sinacl,"In a closed syllable, the vowel is followed by at least one consonant.","В закрытом слоге за гласной следует, по крайней мере, один согласный.",In einer geschlossenen Silbe folgt der Vokal mindestens einen Konsonanten.,"En una sílaba cerrada, la vocal es seguida por lo menos de una consonante.","Dans une syllabe fermée, la voyelle est suivie d'au moins une consonne."
_siacs2,"In a closed syllable, the vowel is short.",В закрытом слоге гласный короткий.,In einer geschlossenen Silbe ist der Vokal kurz.,"En una sílaba cerrada, la vocal es corta.","Dans une syllabe fermée, la voyelle est courte."
_siafoc,"In a few other cases, words ending in the letters ""ey"" make the ""ound"" of long ""a"".","В некоторых других случаях слова, заканчивающиеся в буквах, делают это задолго.","In einigen anderen Fällen, Worte enden in den Buchstaben EY machen die ound von Long a.","En algunos otros casos, las palabras que terminan en las letras ey hacen el ound de largo a.","Dans quelques autres cas, les mots se terminant par les lettres EY font le ound de long a."
_siavstv,"In a ""vce"" syllable, the vowel will ""be"" long.",В ВЦЕ слоге гласная будет длинная.,In einer VCE Silbe wird der Vokal lang sein.,"En una sílaba VCE, la vocal será larga.","Dans une syllabe VCE, la voyelle sera longue."
_siawte1,"In a word that ends in ""“stle”"", the “t” is silent","В слове, которое заканчивается в стле, t не является безмолвным","In einem Wort, das in stle endet, ist das t stumm","En una palabra que termina en STLE, la t es silenciosa","Dans un mot qui se termine par STLE, le t est silencieux"
_siawte,"In a word that ends with a vowel, a consonant, and ""an"" ""e"", the ""e"" is silent.","В слове, которое заканчивается гласным, согласным и буквой e, e не хранит молчания.","In einem Wort, das mit einem Vokal, einem Konsonanten und einem e endet, ist das e stumm.","En una palabra que termina con una vocal, una consonante, y una e, la e es silenciosa.","Dans un mot qui se termine par une voyelle, une consonne, et un e, le e est silencieux."
_siawth,"In a word that has a short vowel and ends with a consonant that you can hear, the letters ""ch"" do not need a ""t"".","В слове, которое имеет короткую гласную и заканчивается с согласными, которые вы можете слышать, буквы CH не нуждаются в t.","In einem Wort, das einen kurzen Vokal hat und endet mit einem Konsonanten, den Sie hören können, brauchen die Buchstaben ch keinen t.","En una palabra que tiene una vocal corta y termina con una consonante que se puede oír, las letras ch no necesitan un t.","Dans un mot qui a une voyelle courte et se termine par une consonne que vous pouvez entendre, les lettres ch n'ont pas besoin d'un t."
_siatot,"In all the other three letter blends, each letter makes its own sound.",Во всех остальных трех письмах каждая буква делает свой собственный звук.,In allen anderen drei Letter-Blends macht jeder Brief seinen eigenen Klang.,"En todas las otras tres letras mezclas, cada letra hace su propio sonido.","Dans tous les trois autres mélanges de lettres, chaque lettre fait son propre son."
_sinano,"In ""an"" open syllable, the vowel is long.",В открытом слоге гласный длинный.,In einer geöffneten Silbe ist der Vokal lang.,"En una sílaba abierta, la vocal es larga.","Dans une syllabe ouverte, la voyelle est longue."
_sic1ta,"In Column ""1"", there are some numbers.",В колонке 1 есть несколько чисел.,In Spalte 1 gibt es einige Nummern.,"En la columna 1, hay algunos números.","Dans la colonne 1, il y a quelques chiffres."
_sic1ta1,"In Column ""2"", there are some written numbers.",В колонке 2 есть несколько письменных чисел.,In Spalte 2 gibt es einige schriftliche Nummern.,"En la columna 2, hay algunos números escritos.","Dans la colonne 2, il y a quelques chiffres écrits."
_sicayw,In Column A you will find four first syllables.,В столбце а вы найдете четыре первых слога.,In Spalte A findest du vier erste Silben.,En la columna a se encuentran cuatro primeras sílabas.,"Dans la colonne A, vous trouverez quatre premières syllabes."
